code,country,rank,last,first,sex,p1,p2,p3,p4,p5,total,award
THA,Thailand,2,Piyakamalanon,Gongphop,M,6,5,7,3,0,21,Silver
THA,Thailand,3,Meejitpaisarn,Vorapas,M,6,0,7,0,7,20,Silver
THA,Thailand,4,Rawangwong,Vasawat,M,6,7,7,0,0,20,Bronze
THA,Thailand,5,Thongjarast,Sarunyu,M,5,0,7,5,0,17,Bronze
THA,Thailand,6,Rungaramsin,Worrawat,M,7,2,7,0,0,16,Bronze
THA,Thailand,7,Opasmetikul,Kitti,M,7,0,7,1,0,15,Bronze
THA,Thailand,8,Sridam,Pipitchaya,M,7,7,0,1,0,15,Hon. Men.
THA,Thailand,9,Hengsuvanich,Siravit,M,7,0,7,0,0,14,Hon. Men.
THA,Thailand,10,Tantikul,Sitta,M,6,0,7,0,0,13,Hon. Men.
TKM,Turkmenistan,1,Nurmyradov,Dovlet,M,7,0,0,0,1,8,Hon. Men.
TKM,Turkmenistan,2,Vellekov,Emir,M,1,0,7,0,0,8,Hon. Men.
TKM,Turkmenistan,3,Garlyyev,Aydyn,M,7,0,0,0,0,7,Hon. Men.
TKM,Turkmenistan,4,Zamanova,Jennet,F,7,0,0,0,0,7,Hon. Men.
TKM,Turkmenistan,5,Jumayev,Akgurban,M,7,0,0,0,0,7,Hon. Men.
TKM,Turkmenistan,6,Atayev,Hajymuhammet,M,7,0,0,0,0,7,Hon. Men.
TKM,Turkmenistan,7,Gochmyradov,Muhammetmyrat,M,7,0,0,0,0,7,Hon. Men.
TKM,Turkmenistan,8,Tanrygulyyev,Nagym,M,7,0,0,0,0,7,Hon. Men.
TKM,Turkmenistan,9,Gayypov,Didar,M,7,0,0,0,0,7,Hon. Men.
TKM,Turkmenistan,10,Isayev,Dovletgeldi,M,7,0,0,0,0,7,Hon. Men.
URY,Uruguay,1,Puschiasis,Hernán,M,7,0,3,0,0,10,Bronze
URY,Uruguay,2,Rodríguez,Tobias,M,0,0,0,1,0,1,
URY,Uruguay,3,Akerman,Mauro,M,1,0,0,0,0,1,
USA,United States of America,1,Li,Maxim,M,7,7,7,7,7,35,Gold
USA,United States of America,2,Walsh,Noah,M,7,7,7,2,7,30,Silver
USA,United States of America,3,Wang,Zifan,M,7,7,7,2,6,29,Silver
USA,United States of America,4,Whyte,Jaedon,M,7,7,7,7,0,28,Bronze
USA,United States of America,5,Das,Rishabh,M,7,7,7,0,6,27,Bronze
USA,United States of America,6,Robitaille,Luke,M,7,6,7,0,7,27,Bronze
USA,United States of America,7,Chen,Xinyang,M,7,6,7,7,0,27,Bronze
USA,United States of America,8,Xia,Daniel,M,7,6,7,0,6,26,Hon. Men.
USA,United States of America,9,Gu,Andrew,M,6,7,7,6,0,26,Hon. Men.
USA,United States of America,10,Chen,Quanlin,M,7,7,7,1,4,26,Hon. Men.
